,input,output,gt
144,Would love to know what I'm doing wrong to not receive any callbacks for these job applications!,I will be more happy when I receive a call back for a job that I love.,I'm not receiving any callbacks for my job applications. It's time to work even harder to improve myself.
145,I'm sorry but my type A personality requires a plan. I can't function half the time without a clear and concise plan.,People criticize me for not having a clear plan and that's okay because I'm sure I can do it.,"Despite my type A personality, I'll function all the time with or without a clear and concise plan."
146,Can't even chill after exams are done as got a 2500 essay in for mid feb which I ain't started due to this revision!!,I will start working hard and get my assignment done as soon as possible.,"I am yet to do a 2500 essay for mid feb, so I am not able relax after my exams. But I hope to finish it soon and chill out with my cousins.."
147,I think the other night might be on the same level as valentines day weekend! drama,I think the other night might be on the same level as valentines day weekend. But I'm glad there's still a day for it.,"Even though there's been lots of drama lately, I'm glad I can step back from it all and relax."
148,This week has seriously kicked my ass. I'm either going to sit down and cry or get drunk tonight. 50/50 chance either way.,50/50 chance to get some sleep or get me well,"Sometimes I have to let myself go through life to regain control of it, even after a hard day like today."
149,If I don't die from an anxiety attack in the next week and a half it'll be a miracle,I'm going to stop having anxiety and concentrate on getting my way.,I hope to survive a possible anxiety attack in the next week and a half.
150,my brain is constantly thinking and mentally arranging how my living space is going to look,My brain is constantly thinking and I am having a hard time in arranging my room. I will have to use this time to be productive so that I will get things done early.,I should take my mind off of how my living space will look to relax for a bit.
151,Wanting to crawl up under my zebra blanket and not come out for a few days..,ive only had a short break after a busy day and it was better to get on with my life now.,"It's been a tough time, but thankfully the end of the week is coming."
152,In the next week I have to watch 5 Harry potter movies finish the 7th Harry potter book and go shopping for new clothes omg,"I'm going to watch 5 Harry Potter movies and finish the 7th Harry potter book, and go shopping for my favorite new clothes.","The next week seems to be lined with activities but I'm looking forward to get done with all of them, one after the other."
153,"past papers are 2 hours long, they take an extra half an hour on my laptop scrolling up and down and then i scrape a B ineedanAfgs",I will stop procrastinating and write my reports in future.,I'm pretty sure that If I keep studying I will only improve and get higher scores on my tests!
